title,price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size,pty_characteristics
"Gấp bán nhà Mới,dt22m2 × 2 tầng,Dương Bá Trạc,P1,Quận 8,Sổ Hồng Riêng - 119138392","2,88 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, Tp Hồ Chí Minh","130,91 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,2.8 m,,,,
BÁN NHÀ 1 TRỆT 1 LẦU/BÙI THANH KHIẾT/GIÁ 1TY650/SỔ HỒNG RIÊNG/ĐƯỜNG 6M - 119638655,"1,65 tỷ","Đường Bùi Thanh Khiết, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","17,37 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,19 m,,,
"Chủ gấp bán vòng xoay Nguyễn Kiệm, 40m2, 2PN, giá nhỉnh 2 tỷ - 119654293","2,99 tỷ","Đường Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh","74,75 triệu/m²",2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,40 m²,
BÁN NHÀ CẤP 4/HUỲNH VĂN TRÍ/GIÁ 890TR/SỔ HỒNG RIÊNG/ ĐƯỜNG 6M - 119666264,890 triệu,"Đường Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","14,83 triệu/m²",2 phòng,1 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,6 m,10 m,,60 m²,
"ĐỊNH CƯ ÚC BÁN NHÀ ĐẶNG VĂN BI Q.TĐ 71M2/GIÁ 1TY150, NẰM NGAY VINCOM - 110802862","1,15 tỷ","Đặng Văn Bi, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","16,20 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
"CON BỆNH BÁN NHÀ 1T1L 55M2/ 1 TỶ 080TR  Đ.HẬU GIANG, SHR CÓ SỔ - 110802864","1,08 tỷ","Đường Hậu Giang, Phường 6, Quận 6, Tp Hồ Chí Minh","19,64 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
"Nhà Quận 12, 2 tầng sát mặt tiền Thới An 29, 40m2, chỉ nhỉnh 3 tỷ xíu - 119557527","3,35 tỷ","Đường Thới An 29, Phường Thới An, Quận 12, Tp Hồ Chí Minh","83,75 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,40 m²,
"Bán nhà HXH 1 sẹt thẳng Lê Văn Quới, 82m2, ngang 4m, 8PN, Nhỉnh 7 Tỷ - 119446434",7 tỷ,"120, Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","87,50 triệu/m²",8 phòng,6 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,,
BÁN GẤP NHÀ 1 LẦU Đ. PHAN VĂN TRỊ GV 58M2/1TỶ05 NGAY CHỢ EMART - 116267622,"1,05 tỷ","Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",105 triệu/m²,2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,10 m²,Hẻm xe hơi
CẦN VỐN KD BÁN GẤP NHÀ 1T1L Đ. NGUYỄN TRÃI Q5 55.M2 GIÁ 1 TỶ 340 SHR - 119612505,"1,34 tỷ","Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh",134 triệu/m²,2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,10 m²,Hẻm xe hơi
"Nhà hẻm ba gác 102m2, 3 PN, 2 L, đường Trần Quý Cáp, Q. Bình Thạnh - 108097871","5,6 tỷ",Đường Trần Quý Cáp,"109,80 triệu/m²",3 phòng,3 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,,
Kẹt tiền cần bán gấp nhà chính chủ sổ hồng riêng - 119666239,"3,4 tỷ","1651/13, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","40,48 triệu/m²",2 phòng,1 phòng,Tây,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,,
"Bán nhà 3 lầu MT Phước Thiện đối diện Vinhomes, Giá cực tốt. - 119666231",13 tỷ,"Đường Phước Thiện, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",130 triệu/m²,4 phòng,4 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
Nhà Hóc Môn 4x15 SHR 525triệu cuối đường Phan Văn Hớn - 113624133,525 triệu,"Dương Công Khi, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","52,50 triệu/m²",2 phòng,1 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,4 m,,,,
"Nhà mới vào ở ngay 2 tầng HXH Tân Phú 6,3mx18,5m giá 8.x tỷ TL. - 119644773","8,99 tỷ","Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","77,50 triệu/m²",6 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,6.3 m,,,,
"NHÀ ĐẸP Ở NGAY-133M2-4TẦNG-NGANG 5M-5PN-QUANG TRUNG P10 GV-10,9TỶ TL - 116707505","10,9 tỷ","Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","81,95 triệu/m²",5 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,133 m²,
"Gấp bán nhà Mới,dt22m2 × 2 tầng,Dương Bá Trạc,P1,Quận 8,Sổ Hồng Riêng - 119138392","2,88 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, Tp Hồ Chí Minh","130,91 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,2.8 m,,,,
BÁN NHÀ 1 TRỆT 1 LẦU/BÙI THANH KHIẾT/GIÁ 1TY650/SỔ HỒNG RIÊNG/ĐƯỜNG 6M - 119638655,"1,65 tỷ","Đường Bùi Thanh Khiết, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","17,37 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,19 m,,,
"Chủ gấp bán vòng xoay Nguyễn Kiệm, 40m2, 2PN, giá nhỉnh 2 tỷ - 119654293","2,99 tỷ","Đường Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh","74,75 triệu/m²",2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,40 m²,
BÁN NHÀ CẤP 4/HUỲNH VĂN TRÍ/GIÁ 890TR/SỔ HỒNG RIÊNG/ ĐƯỜNG 6M - 119666264,890 triệu,"Đường Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","14,83 triệu/m²",2 phòng,1 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,6 m,10 m,,60 m²,
"ĐỊNH CƯ ÚC BÁN NHÀ ĐẶNG VĂN BI Q.TĐ 71M2/GIÁ 1TY150, NẰM NGAY VINCOM - 110802862","1,15 tỷ","Đặng Văn Bi, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","16,20 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
"CON BỆNH BÁN NHÀ 1T1L 55M2/ 1 TỶ 080TR  Đ.HẬU GIANG, SHR CÓ SỔ - 110802864","1,08 tỷ","Đường Hậu Giang, Phường 6, Quận 6, Tp Hồ Chí Minh","19,64 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
"Nhà Quận 12, 2 tầng sát mặt tiền Thới An 29, 40m2, chỉ nhỉnh 3 tỷ xíu - 119557527","3,35 tỷ","Đường Thới An 29, Phường Thới An, Quận 12, Tp Hồ Chí Minh","83,75 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,40 m²,
"Bán nhà HXH 1 sẹt thẳng Lê Văn Quới, 82m2, ngang 4m, 8PN, Nhỉnh 7 Tỷ - 119446434",7 tỷ,"120, Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","87,50 triệu/m²",8 phòng,6 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,,
BÁN GẤP NHÀ 1 LẦU Đ. PHAN VĂN TRỊ GV 58M2/1TỶ05 NGAY CHỢ EMART - 116267622,"1,05 tỷ","Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",105 triệu/m²,2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,10 m²,Hẻm xe hơi
CẦN VỐN KD BÁN GẤP NHÀ 1T1L Đ. NGUYỄN TRÃI Q5 55.M2 GIÁ 1 TỶ 340 SHR - 119612505,"1,34 tỷ","Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh",134 triệu/m²,2 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,10 m²,Hẻm xe hơi
"Nhà hẻm ba gác 102m2, 3 PN, 2 L, đường Trần Quý Cáp, Q. Bình Thạnh - 108097871","5,6 tỷ",Đường Trần Quý Cáp,"109,80 triệu/m²",3 phòng,3 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,,
Kẹt tiền cần bán gấp nhà chính chủ sổ hồng riêng - 119666239,"3,4 tỷ","1651/13, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","40,48 triệu/m²",2 phòng,1 phòng,Tây,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,,
"Bán nhà 3 lầu MT Phước Thiện đối diện Vinhomes, Giá cực tốt. - 119666231",13 tỷ,"Đường Phước Thiện, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",130 triệu/m²,4 phòng,4 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
"Bán nhà 3 tầng gần MT Lê Quang Định P5, 23m2, 3.5 tỷ - 119666216","3,5 tỷ","Đường Lê Quang Định, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh","152,17 triệu/m²",3 phòng,2 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,2.8 m,,,,
🎉NHÀ HƯƠNG LỘ 2 - 5m x 15m - 1/ CÁCH MT 30m - 119434327,5 tỷ,"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","66,67 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,Nhà phố liền kề,,5 m,15 m,,,"Hẻm xe hơi,Nhà nở hậu"
"NHÀ 44 M2, 2 TẦNG, 2 PN, ĐƯỜNG 59 , PHƯỜNG 14 GÒ VẤP, CHỈ 4,95 TỶ - 119666199","4,95 tỷ","Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","112,50 triệu/m²",2 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,11 m,,,Hẻm xe hơi
"Chỉ 1,43 tỷ có Nhà Mặt Tiền Kinh Doanh Tỉnh Lộ 10,KD sầm uất - 119666195","1,43 tỷ","Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","71,50 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,20 m²,
"Nhà đẹp 76,3m2 hẻm xe hơi Quận 7, 4tầng 8pn, chỉ nhỉnh 7tỷ. - 119666161","7,95 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","104,19 triệu/m²",8 phòng,Nhiều hơn 6 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,,Hẻm xe hơi
BÁN NHÀ 1 TRỆT 1 LẦU/AN PHÚ TÂY/GIÁ 1TY450/SỔ HỒNG RIÊNG/ ĐƯỜNG 6M - 119666160,"1,45 tỷ","Đường An Phú Tây - Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","16,11 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,18 m,,,
"Ngộp bán nhà Thoại Ngọc Hầu, Tân Phú, HXH, 69m2, 2 tầng, nhỉnh 6 tỷ - 118505175","6,6 tỷ","Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","95,65 triệu/m²",3 phòng,2 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,,
💥💥NHÀ MỚI 3 TẦNG - DTSD 90M2 - 3PN - TRẦN XUÂN SOẠN - QUẬN 7 - KHU AN - 119666153,"4,2 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","102,44 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4.1 m,10 m,90 m²,,
Nhà cấp 4 hẻm thông Nguyễn Sỹ Sách 48m2 - tròn 3.8 tỷ - 119666148,"3,8 tỷ","Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","80,85 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,47 m²,
"Cần Bán nhà Bình Hưng Hòa B ,Bình Tân - 119010015","3,5 tỷ","Gần Tân Kì Tân Quý,kênh Tham Lương , Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","56,45 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,62 m²,Hẻm xe hơi
Bán nhà đường Gò Ô Môi quận 7 - 119666144,"4,5 tỷ","146/5, Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","58,18 triệu/m²",2 phòng,1 phòng,Tây,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,,
"MT 4 TẦNG- KDC TÂN QUY ĐÔNG, TÂN PHONG, QUẬN 7 - 4x16,5m- 8,5 TỶ - 119380256","8,5 tỷ","đường sô, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","130,77 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,4 m,16.5 m,,,
CHÚ 7 CẦN TIỀN BÁN NHÀ 1 LẦU 65M2 BÔNG SAO Q8 GIÁ 930TR CÓ SỔ HỒNG - 116047294,930 triệu,"Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh","14,31 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,,
HẺM XE TẢI THÔNG ĐƯỜNG SỐ 1 NGUYỄN SƠN 4 TẦNG BTCT 4Mx14M CÒN HƠN 6 TỶ - 118845608,6 tỷ,"Đường Số 1, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","107,14 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,,
Cần bán nhà mặt tiền đường 2 phước bình quận 9 - 119666123,"7,5 tỷ","Đường số 2, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","98,55 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,76.1 m²,
RỘNG GIÁ TỐT-BÁN NHÀ 4.3×19-2TẦNG ĐÚC-HXH PHAN VĂN HỚN Q12 THAM LƯƠNG - 119666121,"4,9 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","61,25 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4.3 m,,,,
"Nhà mới 100% Hồ Văn Long, Tân Tạo, Sổ riêng chính chủ - 118643299","1,9 tỷ","Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","47,50 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,Nhà phố liền kề,,,,,40 m²,
CẦN BÁN CĂN CITYLAND PARKHILL L11.23  45 ĐƯỜNG SỐ9 - 105068691,"21,8 tỷ","Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",218 triệu/m²,5 phòng,4 phòng,,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
Nhà SHR 4m x 13m. Đúc 1 lầu Hẻm 5m xe hơi đậu cửa Hiệp Thành 42 - 119272826,"3,5 tỷ","Trần Thị Hè ( HT42), Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","79,55 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,13 m,,,"Hẻm xe hơi,Nhà nở hậu"
⛔️▶️NHÀ 2 LẦU MẶT TIỀN HẺM XE HƠI⛔️▶️ FULL NỘI THẤT ⛔️▶️ - 119666111,"6,3 tỷ","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","114,55 triệu/m²",4 phòng,3 phòng,Đông Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,,
🔥🔥BÁN NHÀ HXH 6M ĐƯỜNG NGUYỄN KIM PHƯỜNG 6 QUẬN 10 SHR GIÁ 3TỶ210 - 114234729,"3,21 tỷ","Nguyễn Kim, Phường 6, Quận 10, Tp Hồ Chí Minh","80,25 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,40 m²,Hẻm xe hơi
CẮT LỖ  MT 92 NGUYỄN CỬU VÂN - P17 - BÌNH THẠNH - 97331798,"26,5 tỷ","Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","278,95 triệu/m²",5 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
"bán Nhà Hóc Môn 68m2 , Dt 4x17 , giá 425triệu , SHR , gần Chợ Hóc Môn - 119147371",425 triệu,"Đường Dương Công Khi, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","42,50 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,2 m,,,,
"Bán nhà 4 tầng, đường 8 mét có vỉa hè, Phạm Văn Bạch, Tân Bình - 119666095","6,3 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",126 triệu/m²,5 phòng,6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,200 m²,50 m²,"Hẻm xe hơi,Nhà nở hậu"
⛔️▶️NHÀ 2 LẦU MẶT TIỀN HẺM XE HƠI⛔️▶️ FULL NỘI THẤT ⛔️▶️ - 119666111,"6,3 tỷ","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","114,55 triệu/m²",4 phòng,3 phòng,Đông Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,,
🔥🔥BÁN NHÀ HXH 6M ĐƯỜNG NGUYỄN KIM PHƯỜNG 6 QUẬN 10 SHR GIÁ 3TỶ210 - 114234729,"3,21 tỷ","Nguyễn Kim, Phường 6, Quận 10, Tp Hồ Chí Minh","80,25 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,40 m²,Hẻm xe hơi
CẮT LỖ  MT 92 NGUYỄN CỬU VÂN - P17 - BÌNH THẠNH - 97331798,"26,5 tỷ","Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","278,95 triệu/m²",5 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,,
"bán Nhà Hóc Môn 68m2 , Dt 4x17 , giá 425triệu , SHR , gần Chợ Hóc Môn - 119147371",425 triệu,"Đường Dương Công Khi, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","42,50 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,2 m,,,,
"Bán nhà 4 tầng, đường 8 mét có vỉa hè, Phạm Văn Bạch, Tân Bình - 119666095","6,3 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",126 triệu/m²,5 phòng,6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,200 m²,50 m²,"Hẻm xe hơi,Nhà nở hậu"
💥💥HOT SIÊU PHẨM NHÀ HẺM 440/* ĐƯỜNG THỐNG NHẤT P16 GÒ VẤP GIÁ 2TỶ590 - 117510096,"2,59 tỷ","Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","64,75 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,4 m,,,,
"Nhà Mặt Tiền đường số Tân Quy,DT5x14m,1 trệt 2 lầu Sân thượng - 119497791","9,8 tỷ","Đường Số 25, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",140 triệu/m²,4 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,14 m,,,
"Bán Nhà Nguyễn Thượng Hiền, P5, Phú Nhuận - 119666074","5,8 tỷ","Bán Nhà Nguyễn Thượng Hiền, P5, Phú Nhuận TP HCM, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh","161,11 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,36 m²,
"NHÀ GÓC 2 MẶT TIỀN ĐƯỜNG SỐ 75 TÂN QUY ĐÔNG (4mx15m) GIÁ 13,9 TY - 119666060","13,9 tỷ","Đường số 75, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","231,67 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,15 m,,,
"NHÀ 3 TẦNG, 63M2, NGANG HIÊM 5,7M NGAY CHỢ ĐẦU MỐI THỦ ĐỨC - 119544357","4,5 tỷ","Đường Tỉnh lộ 43, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","71,43 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5.7 m,12.8 m,180 m²,,
🎀BÁN NHÀ SỔ RIÊNG-HẺM 24 GÒ Ô MÔI -P PHÚ THUẬN-QUẬN 7..! - 119644373,"2,3 tỷ","Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","88,46 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,4.1 m,,,,
🌹39M2 - 4 TẦNG - HẺM XE HƠI ĐỖ CỬA - CHỈ 8 TỶ🌹 - 119666048,8 tỷ,"Đường Phan Tây Hồ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","205,13 triệu/m²",5 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3 m,,,,
NHÀ ĐẸP - HXH THÔNG NGAY LÊ VĂN VIỆT - 72M2 - CHỈ 4 TỶ 4 - 119666046,"4,4 tỷ","Đường Lê Văn Việt, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","61,11 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,18 m,72 m²,,
"Nhà Phố 3,5 Tấm, Full Nội Thất, 4PN 6WC, Xe Oto Ngù Trong Nhà, Quận 12 - 119638891","6,85 tỷ","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","108,73 triệu/m²",4 phòng,6 phòng,Đông Nam,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,,
Nhà phố 4m x 13m. Đúc 2 lầu 1/ Hẻm nhựa xe hơi Đường TCH 08 - 119563107,"4,59 tỷ","Đường Tân Chánh Hiệp 8, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",90 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,13 m,,,Hẻm xe hơi
❌❌ SIÊU PHẨM NHÀ PHƯỚC LONG A  — GẦN CHỢ PHƯỚC LONG B - 100M RA MT ĐỖ - 119490014,"3,8 tỷ","Đường số 132, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","70,37 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,13.5 m,108 m²,,
62.9m2 Công Nhận chỉ 6.2 Tỷ - Hẻm Xe Tải 1/ Đường Phú Thọ Hòa Tân Phú - 118907212,"6,2 tỷ","Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","98,57 triệu/m²",2 phòng,1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,16 m,62.9 m²,,
"BÁN NHÀ ĐẸP HẺM 1/ Đ. TÔ HIẾN THÀNH Q10 GIÁ 1.35 TỶ CÓ SỔ HỒNG, CÒN TL - 118939405","1,35 tỷ","Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",135 triệu/m²,2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,10 m²,
"CHÍNH CHỦ BÁN NHANH NHÀ Đ.LÂM VĂN BỀN Q7 1TỶ3/ 3PN, SỔ RIÊNG - 119666038","1,3 tỷ","Đường Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","86,67 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,15 m²,
NHÀ ĐẸP NGAY BÌNH TÂN Đ. MÃ LÒ CHỈ 980TR 2 LẦU GẦN CHỢ TIỆN Ở/KD - 119666039,980 triệu,"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","61,25 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,16 m²,
