price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
"3,70 tỷ","1135/61/14, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","61,26 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,60.4 m²,4.05 m,15 m
560 triệu,"Quốc Lộ 50, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh","5,60 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",100 m²,5 m,20 m
"4,50 tỷ","Đường số 16, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,25 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,4 m,20 m
"4,35 tỷ","Đường Thống Nhất, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",75 triệu/m²,Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",58 m²,4.8 m,12 m
650 triệu,"., Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","7,65 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",85 m²,5 m,17 m
74 tỷ,Cập nhật 5 ngày trước,"61,67 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",1200 m²,,
27 tỷ,"Đường Tỉnh Lộ 2, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","12,10 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,2231 m²,17.3 m,121 m
26 tỷ,"Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","120,37 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",216 m²,8 m,26 m
"2,50 tỷ","Đường số 11, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","44,64 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Không có thổ cư",56 m²,4.3 m,13.9 m
"14,50 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","107,41 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",135 m²,9 m,15 m
"11,80 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh",59 triệu/m²,Đông,Đã có sổ,Đất thổ cư,Mặt tiền,200 m²,10 m,20 m
"4,55 tỷ","Đường số 12, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","87,50 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,
"2,59 tỷ","Đường Võ Văn Hát, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,68 triệu/m²",,Đã có sổ,Đất nền dự án,Mặt tiền,53.2 m²,5 m,
"2,75 tỷ","Cầu Long Đại, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","21,15 triệu/m²",,Đã có sổ,Đất thổ cư,Nở hậu,130 m²,9 m,16 m
"3,78 tỷ",Cập nhật 5 ngày trước,"65,12 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",58 m²,,
"11,89 tỷ","Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",82 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,145 m²,6.6 m,23 m
8 tỷ,"Đường số 55, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",80 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,4 m,25 m
"13,50 tỷ","Đường số 1A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","107,14 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Mặt tiền,126 m²,6 m,21 m
"1,68 tỷ","Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",24 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,70 m²,4 m,17.7 m
"10,20 tỷ","Đường số 10, Phường 13, Quận 6, Tp Hồ Chí Minh","143,66 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Mặt tiền,71 m²,4.2 m,16.8 m
"13,50 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",125 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",108 m²,6 m,18 m
"1,40 tỷ","Số 2, Phường 7, Quận 8, Tp Hồ Chí Minh",14 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"1,45 tỷ","Đường số 3, Phường 7, Quận 8, Tp Hồ Chí Minh","14,50 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"11,80 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","131,11 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",90 m²,5 m,19 m
"5,45 tỷ","Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","97,32 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",56 m²,4 m,14 m
699 triệu,"Phú Hòa Đông, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh","5,38 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư 1 phần",130 m²,5 m,30 m
"1,70 tỷ","Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",17 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"1,55 tỷ","Đường 4B, Xã Đa Phước, Huyện Bình Chánh, Tp Hồ Chí Minh","11,48 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,135 m²,5 m,27 m
"3,40 tỷ","Đường Tỉnh lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","66,67 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",51 m²,4 m,13 m
"4,80 tỷ","Đường số 10, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","55,81 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",86 m²,4 m,22 m
"10,60 tỷ","Dương Thị Tèn, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh","6,96 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",1523 m²,25 m,61 m
"10,80 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",108 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,100 m²,5 m,23 m
11 tỷ,"Đường Trần Văn Ðang, Phường 11, Quận 3, Tp Hồ Chí Minh","152,76 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,72 m²,4.5 m,16 m
"1,99 tỷ","Cây Trôm - MỸ Khánh, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","12,29 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",161.9 m²,5 m,18 m
"3,50 tỷ","Đường Nguyễn Văn Thời, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh","22,29 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",157 m²,5 m,30 m
"10,50 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","145,23 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",72.3 m²,4.4 m,17 m
9 tỷ,"Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","118,42 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,76 m²,4.5 m,17 m
690 triệu,"Kênh Trung Ương, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","13,27 triệu/m²",,Sổ chung / công chứng vi bằng,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,13 m
120 tỷ,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","86,55 triệu/m²",,Đã có sổ,Đất thổ cư,,1386.5 m²,36.7 m,37 m
"3,74 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,07 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",57.4 m²,4 m,14.35 m
"33,90 tỷ","Đường Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",30 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Chưa có thổ cư",1130 m²,26 m,43 m
"5,90 tỷ","Nguyễn Thị Hương, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh","3,11 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư 1 phần",1900 m²,55 m,35 m
"4,70 tỷ",Đường Quốc lộ 13,"81,03 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",58 m²,4 m,14.3 m
"8,20 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","120,59 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",68 m²,4 m,17 m
"6,60 tỷ","Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",110 triệu/m²,Đông Bắc,Đã có sổ,Đất nền dự án,Mặt tiền,60 m²,4 m,15 m
"4,28 tỷ","Đường Ấp 6 Đông Thạnh Hóc Môn, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","28,53 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",150 m²,7.7 m,22 m
"4,95 tỷ","Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh","41,25 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",120 m²,4.8 m,27 m
"5,50 tỷ",Cập nhật 5 ngày trước,"66,75 triệu/m²",,Đã có sổ,Đất thổ cư,,82.4 m²,,
"25,50 tỷ",Cập nhật 5 ngày trước,"8,50 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,3000 m²,,
"7,50 tỷ","Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","62,50 triệu/m²",,Đã có sổ,Đất nền dự án,"Mặt tiền,Hẻm xe hơi",120 m²,6 m,120 m
"3,80 tỷ","Đường Số 5A, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",38 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"4,60 tỷ","Phong Phú, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","54,12 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",85 m²,5 m,17 m
160 tỷ,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","189,13 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Hẻm xe hơi",846 m²,32 m,38.5 m
"4,90 tỷ","Đường Bà Thiên, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh","7,28 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư 1 phần",673 m²,8 m,85 m
"1,90 tỷ","Đường Bưng Ông Thoàn, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","34,55 triệu/m²",,Đã có sổ,Đất nền dự án,,55 m²,4 m,13.75 m
"2,95 tỷ","Đường Thống Nhất, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","73,75 triệu/m²",,Đã có sổ,Đất thổ cư,,40 m²,5.8 m,7 m
"4,80 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","82,76 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",58 m²,4.25 m,13.8 m
"1,55 tỷ","695, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","12,40 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",125 m²,5 m,25 m
"1,70 tỷ",Đường Hà Duy Phiên,"20,94 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",81.2 m²,5.2 m,15.6 m
"4,10 tỷ","Hẻm 71 Võ Văn Hát, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","46,59 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,88 m²,4 m,22 m
"4,65 tỷ","Đường số 5, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","89,42 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",52 m²,4 m,13.2 m
"2,65 tỷ","Huỳnh Thị Na, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","27,69 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",95.7 m²,5 m,20 m
28 tỷ,"Đường Hoàng Diệu 2, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","124,44 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,225 m²,6.5 m,29 m
"67,30 tỷ","Đường Đặng Thanh Hiếu, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 triệu/m²,,Đã có sổ,Đất thổ cư,"Nở hậu,Mặt tiền,Thổ cư 1 phần",1121.7 m²,13.5 m,97 m
"13,50 tỷ","Mặt Tiền Lê Thị Tám , Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","51,53 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,262 m²,12 m,27 m
"2,45 tỷ","Đường Phạm Phú Tiết, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","27,53 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,89 m²,4 m,22 m
54 tỷ,"Đường số 17, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","30,80 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Thổ cư 1 phần,Mặt tiền,Hẻm xe hơi",1753 m²,27 m,65 m
"3,71 tỷ","hồ học , Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,09 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",57 m²,4 m,14.5 m
"27,60 tỷ",Đường Võ Văn Ngân,"21,65 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",1275 m²,15 m,95 m
"16,80 tỷ","179/9, Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",80 triệu/m²,,Đã có sổ,Đất thổ cư,,210 m²,10 m,20 m
"10,50 tỷ","Đường 8, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",75 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,,7 m,20 m
21 tỷ,"Đường 711, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","46,98 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,,14 m,31.6 m
35 tỷ,"Đường Số 3, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","77,78 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,450 m²,15 m,30 m
"10,90 tỷ","Đường 16, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","66,06 triệu/m²",Đông Bắc,Đã có sổ,Đất nền dự án,Mặt tiền,,8 m,21 m
"6,90 tỷ",Số 12,"66,99 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",103 m²,4.06 m,24 m
"2,21 tỷ",Cập nhật 5 ngày trước,"1,70 triệu/m²",,Đã có sổ,Đất nông nghiệp,,1300 m²,,
"3,20 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","30,48 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,105 m²,5 m,20.5 m
"11,60 tỷ","D6, Tân Thuận Tây, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","139,76 triệu/m²",Tây Nam,Đã có sổ,Đất nền dự án,"Mặt tiền,Thổ cư toàn bộ",83 m²,5 m,16.7 m
"12,50 tỷ","68, Đường số 12, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","62,50 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Mặt tiền,200 m²,10 m,20 m
"2,95 tỷ","61/4/3, Đường Số 2, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","43,38 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",68 m²,4.5 m,15 m
9 tỷ,"Đường Thạnh Lộc 43, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","41,47 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",217 m²,15 m,15 m
"5,50 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","91,67 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",60 m²,4 m,15 m
"3,33 tỷ","tx52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","28,98 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi",,4 m,28 m
"11,20 tỷ","Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",70 triệu/m²,,Đã có sổ,Đất nền dự án,,160 m²,8 m,20 m
"2,15 tỷ",Đường Hà Duy Phiên,"21,50 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",100 m²,5 m,20 m
20 tỷ,"Đường Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","14,29 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",1400 m²,26 m,55 m
18 tỷ,Cập nhật 5 ngày trước,72 triệu/m²,,Đã có sổ,Đất thổ cư,,250 m²,,
12 tỷ,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","111,63 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Mặt tiền,107.5 m²,5 m,21.5 m
"1,40 tỷ","Đường Bà Điểm 2, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","16,47 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,85 m²,5 m,17 m
"61,80 tỷ","Nhị Bình 19, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","5,33 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Hẻm xe hơi,Nở hậu",11600 m²,68 m,125 m
6 tỷ,"Khu Tiến Phước , Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 triệu/m²,Bắc,Đã có sổ,Đất thổ cư,,,5 m,20 m
"6,45 tỷ",Phạm Huy Thônng,"100,78 triệu/m²",,Đã có sổ,Đất thổ cư,"Nở hậu,Thổ cư toàn bộ,Hẻm xe hơi",64 m²,4 m,16 m
"4,50 tỷ","Đường Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh",45 triệu/m²,Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,,5 m,20 m
"4,50 tỷ","Đường Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh",45 triệu/m²,Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,,5 m,20 m
"2,98 tỷ","Đường Thạnh Lộc 57, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","53,21 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,56 m²,4 m,14 m
"6,70 tỷ","Cát Lái, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,78 triệu/m²",,Đã có sổ,Đất thổ cư,,118 m²,5 m,24 m
"4,20 tỷ","Đường số 9 , Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","50,60 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,83 m²,5 m,
"1,50 tỷ","Đường Xuân Thới Thượng 7, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","13,16 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,114 m²,6 m,19 m
"10,30 tỷ","Đường 57B, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","71,53 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,144 m²,6 m,24 m
"2,50 tỷ","Đường Nguyễn Thị Tú, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Đất thổ cư,,50 m²,4 m,12.5 m
"5,50 tỷ","Hẻm 77, Đường Bến Than, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","12,22 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",,9 m,50 m
"3,79 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","65,34 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,58 m²,4 m,14 m
5 tỷ,"Đường Gò cát Phú hữu quận to thủ Đức, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","66,67 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Nở hậu,75 m²,4.5 m,
"3,90 tỷ","Làng Đại Học, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Mặt tiền",78 m²,5.3 m,
6 tỷ,"Đường Số 49, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","73,17 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Mặt tiền,82 m²,4 m,20.5 m
"10,50 tỷ","Đường Xa Lộ Hà Nội, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",75 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,,7 m,20 m
"10,80 tỷ","Đường 16, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","65,45 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,,8 m,21 m
"21,80 tỷ","Đường 20 Phường Phước Long B, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","66,26 triệu/m²",Tây Nam,Đã có sổ,Đất nền dự án,Mặt tiền,,12 m,27 m
"1,57 tỷ","Đường Tỉnh lộ 10, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,57 triệu/m²",Tây Nam,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,,17 m,60 m
"10,20 tỷ","Đường số 11, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","65,38 triệu/m²",Tây Bắc,Đã có sổ,Đất nền dự án,Mặt tiền,,6 m,26 m
"3,60 tỷ","Bưng Ông Thoàn, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 triệu/m²,Đông Bắc,Đã có sổ,Đất nền dự án,,60 m²,4.4 m,13.5 m
"3,40 tỷ","Bưng Ông Thoàn, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",34 triệu/m²,Đông Nam,Sổ chung / công chứng vi bằng,Đất nền dự án,Mặt tiền,,5 m,20 m
140 tỷ,"Đường Vành Đai Trong, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","155,56 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,900 m²,18 m,50 m
"12,90 tỷ","Đường Tắc Xuất, Thị trấn Cần Thạnh, Huyện Cần Giờ, Tp Hồ Chí Minh","54,73 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Mặt tiền,235.7 m²,11 m,22 m
"3,49 tỷ","Nguyễn Thị Ly, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","33,24 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",105 m²,5 m,21 m
"5,90 tỷ","Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","113,46 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,52 m²,4.4 m,12 m
"2,99 tỷ","1, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","53,39 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",56 m²,4 m,14 m
